X,Y,OBJECTID,Snow_Emerg,Snow_Eme_1,Snow_Eme_2,Citation_N,Date,Time,Date___Tim,Address,Latitude,Longitude,Ordinance_,Violation,Ward,Neighborho,Community,Day,Tow_Zone
-93.279881,44.9608900000001,254,Northrop,2022-2023,4,271123315952,1/6/23 12:00 AM,11:19 AM,1/6/23 11:19 AM,101 22ND ST W,44.96089,-93.279881,478.1000(c),Snow emergency parking restrictions - odd number address,10,Whittier,Powderhorn,3,3
-93.279915,44.960902,255,Northrop,2022-2023,4,271123315951,1/6/23 12:00 AM,11:18 AM,1/6/23 11:18 AM,103 22ND ST W,44.960902,-93.279915,478.1000(c),Snow emergency parking restrictions - odd number address,10,Whittier,Powderhorn,3,3
-93.280114,44.9609130000001,256,Northrop,2022-2023,4,271123315950,1/6/23 12:00 AM,11:18 AM,1/6/23 11:18 AM,105 22ND ST W,44.960913,-93.280114,478.1000(c),Snow emergency parking restrictions - odd number address,10,Whittier,Powderhorn,3,3
-93.280383,44.9608950000001,257,Northrop,2022-2023,4,271123315948,1/6/23 12:00 AM,11:16 AM,1/6/23 11:16 AM,111 22ND ST W,44.960895,-93.280383,478.1000(c),Snow emergency parking restrictions - odd number address,10,Whittier,Powderhorn,3,3
-93.2794519999999,44.9608880000001,258,Northrop,2022-2023,4,271123315947,1/6/23 12:00 AM,11:13 AM,1/6/23 11:13 AM,1 22ND ST W,44.960888,-93.279452,478.1000(c),Snow emergency parking restrictions - odd number address,10,Whittier,Powderhorn,3,3
-93.279228,44.9609070000001,259,Northrop,2022-2023,4,271123315946,1/6/23 12:00 AM,11:11 AM,1/6/23 11:11 AM,5 22ND ST W,44.960907,-93.279228,478.1000(c),Snow emergency parking restrictions - odd number address,10,Whittier,Powderhorn,3,3
-93.279148,44.960902,260,Northrop,2022-2023,4,271123315945,1/6/23 12:00 AM,11:11 AM,1/6/23 11:11 AM,7 22ND ST W,44.960902,-93.279148,478.1000(c),Snow emergency parking restrictions - odd number address,10,Whittier,Powderhorn,3,3
-93.2789739999999,44.960879,261,Northrop,2022-2023,4,271123315944,1/6/23 12:00 AM,11:09 AM,1/6/23 11:09 AM,9 22ND ST W,44.960879,-93.278974,478.1000(c),Snow emergency parking restrictions - odd number address,10,Whittier,Powderhorn,3,3
-93.278792,44.9608890000001,262,Northrop,2022-2023,4,271123315943,1/6/23 12:00 AM,11:07 AM,1/6/23 11:07 AM,11 22ND ST W,44.960889,-93.278792,478.1000(c),Snow emergency parking restrictions - odd number address,10,Whittier,Powderhorn,3,3
-93.277352,44.9609100000001,263,Northrop,2022-2023,4,271123315942,1/6/23 12:00 AM,11:04 AM,1/6/23 11:04 AM,15 22ND ST E,44.96091,-93.277352,478.1000(c),Snow emergency parking restrictions - odd number address,10,Whittier,Powderhorn,3,3
-93.276042,44.9608910000001,264,Northrop,2022-2023,4,271123315941,1/6/23 12:00 AM,11:02 AM,1/6/23 11:02 AM,107 22ND ST E,44.960891,-93.276042,478.1000(c),Snow emergency parking restrictions - odd number address,10,Whittier,Powderhorn,3,3
-93.2762079999999,44.9608950000001,265,Northrop,2022-2023,4,271123315940,1/6/23 12:00 AM,10:59 AM,1/6/23 10:59 AM,105 22ND ST E,44.960895,-93.276208,478.1000(c),Snow emergency parking restrictions - odd number address,10,Whittier,Powderhorn,3,3
-93.27631,44.9609300000001,266,Northrop,2022-2023,4,271123315939,1/6/23 12:00 AM,10:58 AM,1/6/23 10:58 AM,103 22ND ST E,44.96093,-93.27631,478.1000(c),Snow emergency parking restrictions - odd number address,10,Whittier,Powderhorn,3,3
-93.26106,44.964544,267,Northrop,2022-2023,4,271123315938,1/6/23 12:00 AM,10:46 AM,1/6/23 10:46 AM,1817 ELLIOT AVE,44.964544,-93.26106,478.1000(c),Snow emergency parking restrictions - odd number address,6,Ventura Village,Phillips,3,3
-93.253899,44.9630080000001,268,Northrop,2022-2023,4,271123315937,1/6/23 12:00 AM,10:40 AM,1/6/23 10:40 AM,1927 15TH AVE S,44.963008,-93.253899,478.1000(c),Snow emergency parking restrictions - odd number address,6,Ventura Village,Phillips,3,3
-93.25397,44.9632960000001,269,Northrop,2022-2023,4,271123315936,1/6/23 12:00 AM,10:38 AM,1/6/23 10:38 AM,1921 15TH AVE S,44.963296,-93.25397,478.1000(c),Snow emergency parking restrictions - odd number address,6,Ventura Village,Phillips,3,3
-93.265606,44.963962,270,Northrop,2022-2023,4,271123315935,1/6/23 12:00 AM,10:32 AM,1/6/23 10:32 AM,637 19TH ST E,44.963962,-93.265606,478.1000(c),Snow emergency parking restrictions - odd number address,6,Ventura Village,Phillips,3,3
-93.266815,44.96396,271,Northrop,2022-2023,4,271123315934,1/6/23 12:00 AM,10:30 AM,1/6/23 10:30 AM,617 19TH ST E,44.96396,-93.266815,478.1000(c),Snow emergency parking restrictions - odd number address,6,Ventura Village,Phillips,3,3
-93.266838,44.9639540000001,272,Northrop,2022-2023,4,271123315933,1/6/23 12:00 AM,10:29 AM,1/6/23 10:29 AM,615 19TH ST E,44.963954,-93.266838,478.1000(c),Snow emergency parking restrictions - odd number address,6,Ventura Village,Phillips,3,3
-93.2672039999999,44.9639750000001,273,Northrop,2022-2023,4,271123315932,1/6/23 12:00 AM,10:27 AM,1/6/23 10:27 AM,605 19TH ST E,44.963975,-93.267204,478.1000(c),Snow emergency parking restrictions - odd number address,6,Ventura Village,Phillips,3,3
-93.267305,44.96396,274,Northrop,2022-2023,4,271123315931,1/6/23 12:00 AM,10:25 AM,1/6/23 10:25 AM,603 19TH ST E,44.96396,-93.267305,478.1000(c),Snow emergency parking restrictions - odd number address,6,Ventura Village,Phillips,3,3
-93.257155,44.96396,275,Northrop,2022-2023,4,271123315930,1/6/23 12:00 AM,9:59 AM,1/6/23 9:59 AM,1117 19TH ST E,44.96396,-93.257155,478.1000(c),Snow emergency parking restrictions - odd number address,6,Ventura Village,Phillips,3,3
-93.2529469999999,44.96378,276,Northrop,2022-2023,4,271123315929,1/6/23 12:00 AM,9:54 AM,1/6/23 9:54 AM,1517 19TH ST E,44.96378,-93.252947,478.1000(c),Snow emergency parking restrictions - odd number address,6,Ventura Village,Phillips,3,3
-93.2588009999999,44.9651720000001,277,Northrop,2022-2023,4,271123315928,1/6/23 12:00 AM,9:49 AM,1/6/23 9:49 AM,1021 18TH ST E,44.965172,-93.258801,478.1000(c),Snow emergency parking restrictions - odd number address,6,Ventura Village,Phillips,3,3
-93.258635,44.9651480000001,278,Northrop,2022-2023,4,271123315927,1/6/23 12:00 AM,9:48 AM,1/6/23 9:48 AM,1025 18TH ST E,44.965148,-93.258635,478.1000(c),Snow emergency parking restrictions - odd number address,6,Ventura Village,Phillips,3,3
-93.260836,44.965156,279,Northrop,2022-2023,4,271123315926,1/6/23 12:00 AM,9:45 AM,1/6/23 9:45 AM,901 18TH ST E,44.965156,-93.260836,478.1000(c),Snow emergency parking restrictions - odd number address,6,Ventura Village,Phillips,3,3
-93.2659829999999,44.9651880000001,280,Northrop,2022-2023,4,271123315925,1/6/23 12:00 AM,9:41 AM,1/6/23 9:41 AM,633 18TH ST E,44.965188,-93.265983,478.1000(c),Snow emergency parking restrictions - odd number address,6,Ventura Village,Phillips,3,3
-93.266085,44.9652090000001,281,Northrop,2022-2023,4,271123315924,1/6/23 12:00 AM,9:40 AM,1/6/23 9:40 AM,631 18TH ST E,44.965209,-93.266085,478.1000(c),Snow emergency parking restrictions - odd number address,6,Ventura Village,Phillips,3,3
-93.266195,44.9652150000001,282,Northrop,2022-2023,4,271123315923,1/6/23 12:00 AM,9:39 AM,1/6/23 9:39 AM,629 18TH ST E,44.965215,-93.266195,478.1000(c),Snow emergency parking restrictions - odd number address,6,Ventura Village,Phillips,3,3
-93.266268,44.9651920000001,283,Northrop,2022-2023,4,271123315922,1/6/23 12:00 AM,9:38 AM,1/6/23 9:38 AM,627 18TH ST E,44.965192,-93.266268,478.1000(c),Snow emergency parking restrictions - odd number address,6,Ventura Village,Phillips,3,3
-93.266376,44.9652100000001,284,Northrop,2022-2023,4,271123315921,1/6/23 12:00 AM,9:37 AM,1/6/23 9:37 AM,625 18TH ST E,44.96521,-93.266376,478.1000(c),Snow emergency parking restrictions - odd number address,6,Ventura Village,Phillips,3,3
-93.266688,44.9652160000001,285,Northrop,2022-2023,4,271123315919,1/6/23 12:00 AM,9:28 AM,1/6/23 9:28 AM,611 18TH ST E,44.965216,-93.266688,478.1000(c),Snow emergency parking restrictions - odd number address,6,Ventura Village,Phillips,3,3
-93.266579,44.9652290000001,286,Northrop,2022-2023,4,271123315918,1/6/23 12:00 AM,9:29 AM,1/6/23 9:29 AM,613 18TH ST E,44.965229,-93.266579,478.1000(c),Snow emergency parking restrictions - odd number address,6,Ventura Village,Phillips,3,3
-93.266488,44.9652090000001,287,Northrop,2022-2023,4,271123315917,1/6/23 12:00 AM,9:33 AM,1/6/23 9:33 AM,615 18TH ST E,44.965209,-93.266488,478.1000(c),Snow emergency parking restrictions - odd number address,6,Ventura Village,Phillips,3,3
-93.2554249999999,44.963755,288,Northrop,2022-2023,4,271123315914,1/6/23 12:00 AM,9:20 AM,1/6/23 9:20 AM,1902 14TH AVE S,44.963755,-93.255425,478.1000(c),Snow emergency parking restrictions - odd number address,6,Ventura Village,Phillips,3,3
-93.2554249999999,44.964027,289,Northrop,2022-2023,4,271123315913,1/6/23 12:00 AM,9:19 AM,1/6/23 9:19 AM,1829 14TH AVE S,44.964027,-93.255425,478.1000(c),Snow emergency parking restrictions - odd number address,6,Ventura Village,Phillips,3,3
-93.255419,44.964435,290,Northrop,2022-2023,4,271123315912,1/6/23 12:00 AM,9:17 AM,1/6/23 9:17 AM,1823 14TH AVE S,44.964435,-93.255419,478.1000(c),Snow emergency parking restrictions - odd number address,6,Ventura Village,Phillips,3,3
-93.255436,44.9644430000001,291,Northrop,2022-2023,4,271123315911,1/6/23 12:00 AM,9:16 AM,1/6/23 9:16 AM,1821 14TH AVE S,44.964443,-93.255436,478.1000(c),Snow emergency parking restrictions - odd number address,6,Ventura Village,Phillips,3,3
-93.2596809999999,44.9634120000001,292,Northrop,2022-2023,4,271123315910,1/6/23 12:00 AM,9:12 AM,1/6/23 9:12 AM,1915 10TH AVE S,44.963412,-93.259681,478.1000(c),Snow emergency parking restrictions - odd number address,6,Ventura Village,Phillips,3,3
-93.259693,44.9637280000001,293,Northrop,2022-2023,4,271123315909,1/6/23 12:00 AM,9:11 AM,1/6/23 9:11 AM,1901 10TH AVE S,44.963728,-93.259693,478.1000(c),Snow emergency parking restrictions - odd number address,6,Ventura Village,Phillips,3,3
-93.259691,44.964301,294,Northrop,2022-2023,4,271123315908,1/6/23 12:00 AM,9:10 AM,1/6/23 9:10 AM,1823 10TH AVE S,44.964301,-93.259691,478.1000(c),Snow emergency parking restrictions - odd number address,6,Ventura Village,Phillips,3,3
-93.268928,44.96356,295,Northrop,2022-2023,4,271123315907,1/6/23 12:00 AM,9:01 AM,1/6/23 9:01 AM,1909 5TH AVE S,44.96356,-93.268928,478.1000(c),Snow emergency parking restrictions - odd number address,6,Ventura Village,Phillips,3,3
-93.268897,44.9633410000001,296,Northrop,2022-2023,4,271123315906,1/6/23 12:00 AM,9:00 AM,1/6/23 9:00 AM,1915 5TH AVE S,44.963341,-93.268897,478.1000(c),Snow emergency parking restrictions - odd number address,6,Ventura Village,Phillips,3,3
-93.268899,44.963222,297,Northrop,2022-2023,4,271123315905,1/6/23 12:00 AM,8:59 AM,1/6/23 8:59 AM,1919 5TH AVE S,44.963222,-93.268899,478.1000(c),Snow emergency parking restrictions - odd number address,6,Ventura Village,Phillips,3,3
-93.2689329999999,44.9631130000001,298,Northrop,2022-2023,4,271123315904,1/6/23 12:00 AM,8:58 AM,1/6/23 8:58 AM,1921 5TH AVE S,44.963113,-93.268933,478.1000(c),Snow emergency parking restrictions - odd number address,6,Ventura Village,Phillips,3,3
-93.273986,44.965693,299,Northrop,2022-2023,4,271123315903,1/6/23 12:00 AM,8:52 AM,1/6/23 8:52 AM,1713 2ND AVE S,44.965693,-93.273986,478.1000(c),Snow emergency parking restrictions - odd number address,6,Steven's Square - Loring Heights,Central,3,3
-93.274039,44.9656450000001,300,Northrop,2022-2023,4,271123315902,1/6/23 12:00 AM,8:51 AM,1/6/23 8:51 AM,1715 2ND AVE S,44.965645,-93.274039,478.1000(c),Snow emergency parking restrictions - odd number address,6,Steven's Square - Loring Heights,Central,3,3
-93.273992,44.964551,301,Northrop,2022-2023,4,271123315901,1/6/23 12:00 AM,8:46 AM,1/6/23 8:46 AM,1821 2ND AVE S,44.964551,-93.273992,478.1000(c),Snow emergency parking restrictions - odd number address,6,Steven's Square - Loring Heights,Central,3,3
-93.2739979999999,44.9643160000001,302,Northrop,2022-2023,4,271123315900,1/6/23 12:00 AM,8:45 AM,1/6/23 8:45 AM,1821 2ND AVE S,44.964316,-93.273998,478.1000(c),Snow emergency parking restrictions - odd number address,6,Steven's Square - Loring Heights,Central,3,3
-93.2740009999999,44.9642720000001,303,Northrop,2022-2023,4,271123315899,1/6/23 12:00 AM,8:43 AM,1/6/23 8:43 AM,1825 2ND AVE S,44.964272,-93.274001,478.1000(c),Snow emergency parking restrictions - odd number address,6,Steven's Square - Loring Heights,Central,3,3
-93.274004,44.963666,304,Northrop,2022-2023,4,271123315898,1/6/23 12:00 AM,8:40 AM,1/6/23 8:40 AM,1903 2ND AVE S,44.963666,-93.274004,478.1000(c),Snow emergency parking restrictions - odd number address,6,Steven's Square - Loring Heights,Central,3,3
-93.274032,44.9633190000001,305,Northrop,2022-2023,4,271123315897,1/6/23 12:00 AM,8:39 AM,1/6/23 8:39 AM,1915 2ND AVE S,44.963319,-93.274032,478.1000(c),Snow emergency parking restrictions - odd number address,6,Steven's Square - Loring Heights,Central,3,3
-93.274014,44.963289,306,Northrop,2022-2023,4,271123315896,1/6/23 12:00 AM,8:38 AM,1/6/23 8:38 AM,1919 2ND AVE S,44.963289,-93.274014,478.1000(c),Snow emergency parking restrictions - odd number address,6,Steven's Square - Loring Heights,Central,3,3
-93.2702159999999,44.9632530000001,307,Northrop,2022-2023,4,271123315895,1/6/23 12:00 AM,8:35 AM,1/6/23 8:35 AM,1925 4TH AVE S,44.963253,-93.270216,478.1000(c),Snow emergency parking restrictions - odd number address,6,Steven's Square - Loring Heights,Central,3,3
-93.2702419999999,44.963334,308,Northrop,2022-2023,4,271123315894,1/6/23 12:00 AM,8:35 AM,1/6/23 8:35 AM,1923 4TH AVE S,44.963334,-93.270242,478.1000(c),Snow emergency parking restrictions - odd number address,6,Steven's Square - Loring Heights,Central,3,3
-93.2702199999999,44.963354,309,Northrop,2022-2023,4,271123315893,1/6/23 12:00 AM,8:32 AM,1/6/23 8:32 AM,1921 4TH AVE S,44.963354,-93.27022,478.1000(c),Snow emergency parking restrictions - odd number address,6,Steven's Square - Loring Heights,Central,3,3
-93.270208,44.9639700000001,310,Northrop,2022-2023,4,271123315891,1/6/23 12:00 AM,8:28 AM,1/6/23 8:28 AM,1901 4TH AVE S,44.96397,-93.270208,478.1000(c),Snow emergency parking restrictions - odd number address,6,Steven's Square - Loring Heights,Central,3,3
-93.270189,44.964095,311,Northrop,2022-2023,4,271123315890,1/6/23 12:00 AM,8:28 AM,1/6/23 8:28 AM,1831 4TH AVE S,44.964095,-93.270189,478.1000(c),Snow emergency parking restrictions - odd number address,6,Steven's Square - Loring Heights,Central,3,3
-93.270204,44.9641370000001,312,Northrop,2022-2023,4,271123315889,1/6/23 12:00 AM,8:27 AM,1/6/23 8:27 AM,1829 4TH AVE S,44.964137,-93.270204,478.1000(c),Snow emergency parking restrictions - odd number address,6,Steven's Square - Loring Heights,Central,3,3
-93.271226,44.9652300000001,313,Northrop,2022-2023,4,271123315888,1/6/23 12:00 AM,8:25 AM,1/6/23 8:25 AM,321 18TH ST E,44.96523,-93.271226,478.1000(c),Snow emergency parking restrictions - odd number address,6,Steven's Square - Loring Heights,Central,3,3
-93.272417,44.96522,314,Northrop,2022-2023,4,271123315887,1/6/23 12:00 AM,8:23 AM,1/6/23 8:23 AM,303 18TH ST E,44.96522,-93.272417,478.1000(c),Snow emergency parking restrictions - odd number address,6,Steven's Square - Loring Heights,Central,3,3
-93.281887,44.9639080000001,315,Northrop,2022-2023,4,271123315886,1/6/23 12:00 AM,8:14 AM,1/6/23 8:14 AM,217 RIDGEWOOD AVE S,44.963908,-93.281887,478.1000(c),Snow emergency parking restrictions - odd number address,7,Steven's Square - Loring Heights,Central,3,3
-93.2820369999999,44.9639680000001,316,Northrop,2022-2023,4,271123315885,1/6/23 12:00 AM,8:13 AM,1/6/23 8:13 AM,223 RIDGEWOOD AVE S,44.963968,-93.282037,478.1000(c),Snow emergency parking restrictions - odd number address,7,Steven's Square - Loring Heights,Central,3,3
-93.2827609999999,44.964033,317,Northrop,2022-2023,4,271123315884,1/6/23 12:00 AM,8:11 AM,1/6/23 8:11 AM,301 RIDGEWOOD AVE S,44.964033,-93.282761,478.1000(c),Snow emergency parking restrictions - odd number address,7,Steven's Square - Loring Heights,Central,3,3
-93.226432,44.9502350000001,318,Northrop,2022-2023,4,271123315883,1/5/23 12:00 AM,2:46 PM,1/5/23 2:46 PM,3110 29TH ST E,44.950235,-93.226432,478.1000(b),Snow emergency parking restrictions - even number address,2,Longfellow,Longfellow,2,4
-93.2200549999999,44.9556230000001,319,Northrop,2022-2023,4,271123315882,1/5/23 12:00 AM,2:27 PM,1/5/23 2:27 PM,3602 26TH ST E,44.955623,-93.220055,478.1000(b),Snow emergency parking restrictions - even number address,2,Seward,Longfellow,2,4
-93.240496,44.959192,320,Northrop,2022-2023,4,271123315881,1/5/23 12:00 AM,2:19 PM,1/5/23 2:19 PM,2206 24TH ST E,44.959192,-93.240496,478.1000(b),Snow emergency parking restrictions - even number address,6,Seward,Longfellow,2,4
-93.2364679999999,44.9591800000001,321,Northrop,2022-2023,4,271123315880,1/5/23 12:00 AM,2:15 PM,1/5/23 2:15 PM,2426 24TH ST E,44.95918,-93.236468,478.1000(b),Snow emergency parking restrictions - even number address,6,Seward,Longfellow,2,4
-93.236431,44.959194,322,Northrop,2022-2023,4,271123315879,1/5/23 12:00 AM,2:14 PM,1/5/23 2:14 PM,2428 24TH ST E,44.959194,-93.236431,478.1000(b),Snow emergency parking restrictions - even number address,6,Seward,Longfellow,2,4
-93.2274829999999,44.95921,323,Northrop,2022-2023,4,271123315878,1/5/23 12:00 AM,2:09 PM,1/5/23 2:09 PM,3022 24TH ST E,44.95921,-93.227483,478.1000(b),Snow emergency parking restrictions - even number address,2,Seward,Longfellow,2,4
-93.2273269999999,44.9592250000001,324,Northrop,2022-2023,4,271123315877,1/5/23 12:00 AM,2:08 PM,1/5/23 2:08 PM,3024 24TH ST E,44.959225,-93.227327,478.1000(b),Snow emergency parking restrictions - even number address,2,Seward,Longfellow,2,4
-93.228946,44.9610000000001,325,Northrop,2022-2023,4,271123315876,1/5/23 12:00 AM,1:59 PM,1/5/23 1:59 PM,2916 22ND ST E,44.961,-93.228946,478.1000(b),Snow emergency parking restrictions - even number address,6,Seward,Longfellow,2,4
-93.2354099999999,44.9610070000001,326,Northrop,2022-2023,4,271123315875,1/5/23 12:00 AM,1:55 PM,1/5/23 1:55 PM,2516 22ND ST E,44.961007,-93.23541,478.1000(b),Snow emergency parking restrictions - even number address,6,Seward,Longfellow,2,4
-93.236415,44.9609800000001,327,Northrop,2022-2023,4,271123315874,1/5/23 12:00 AM,1:53 PM,1/5/23 1:53 PM,2428 22ND ST E,44.96098,-93.236415,478.1000(b),Snow emergency parking restrictions - even number address,6,Seward,Longfellow,2,4
-93.242334,44.960994,328,Northrop,2022-2023,4,271123315873,1/5/23 12:00 AM,1:48 PM,1/5/23 1:48 PM,2000 22ND ST E,44.960994,-93.242334,478.1000(b),Snow emergency parking restrictions - even number address,6,Seward,Longfellow,2,4
-93.243799,44.960986,329,Northrop,2022-2023,4,271123315872,1/5/23 12:00 AM,1:41 PM,1/5/23 1:41 PM,1920 22ND ST E,44.960986,-93.243799,478.1000(b),Snow emergency parking restrictions - even number address,6,Seward,Longfellow,2,4
-93.233224,44.9622580000001,330,Northrop,2022-2023,4,271123315871,1/5/23 12:00 AM,1:35 PM,1/5/23 1:35 PM,2628 PAUTZ PL,44.962258,-93.233224,478.1000(b),Snow emergency parking restrictions - even number address,6,Seward,Longfellow,2,4
-93.2316749999999,44.96529,331,Northrop,2022-2023,4,271123315870,1/5/23 12:00 AM,1:16 PM,1/5/23 1:16 PM,2730 8TH ST S,44.96529,-93.231675,478.1000(b),Snow emergency parking restrictions - even number address,2,Cedar Riverside,University,2,4
-93.232065,44.9653190000001,332,Northrop,2022-2023,4,271123315869,1/5/23 12:00 AM,1:15 PM,1/5/23 1:15 PM,2722 8TH ST S,44.965319,-93.232065,478.1000(b),Snow emergency parking restrictions - even number address,2,Cedar Riverside,University,2,4
-93.234347,44.9653200000001,333,Northrop,2022-2023,4,271123315868,1/5/23 12:00 AM,1:11 PM,1/5/23 1:11 PM,2602 8TH ST S,44.96532,-93.234347,478.1000(b),Snow emergency parking restrictions - even number address,2,Cedar Riverside,University,2,4
-93.2349159999999,44.965312,334,Northrop,2022-2023,4,271123315867,1/5/23 12:00 AM,1:10 PM,1/5/23 1:10 PM,2526 8TH ST S,44.965312,-93.234916,478.1000(b),Snow emergency parking restrictions - even number address,2,Cedar Riverside,University,2,4
-93.233224,44.9672650000001,335,Northrop,2022-2023,4,271123315866,1/5/23 12:00 AM,1:07 PM,1/5/23 1:07 PM,2630 6TH ST S,44.967265,-93.233224,478.1000(b),Snow emergency parking restrictions - even number address,2,Cedar Riverside,University,2,4
-93.233987,44.9673220000001,336,Northrop,2022-2023,4,271123315865,1/5/23 12:00 AM,1:06 PM,1/5/23 1:06 PM,2616 6TH ST S,44.967322,-93.233987,478.1000(b),Snow emergency parking restrictions - even number address,2,Cedar Riverside,University,2,4
-93.234455,44.967366,337,Northrop,2022-2023,4,271123315864,1/5/23 12:00 AM,12:57 PM,1/5/23 12:57 PM,2600 6TH ST S,44.967366,-93.234455,478.1000(b),Snow emergency parking restrictions - even number address,2,Cedar Riverside,University,2,4
-93.248122,44.9679600000001,338,Northrop,2022-2023,4,271123315863,1/5/23 12:00 AM,12:47 PM,1/5/23 12:47 PM,1624 6TH ST S,44.96796,-93.248122,478.1000(b),Snow emergency parking restrictions - even number address,6,Cedar Riverside,University,2,4
-93.244377,44.966663,339,Northrop,2022-2023,4,271123315862,1/5/23 12:00 AM,12:35 PM,1/5/23 12:35 PM,1926 7TH ST S,44.966663,-93.244377,478.1000(b),Snow emergency parking restrictions - even number address,6,Cedar Riverside,University,2,4
-93.2453149999999,44.968896,340,Northrop,2022-2023,4,271123315861,1/5/23 12:00 AM,12:31 PM,1/5/23 12:31 PM,1906 5TH ST S,44.968896,-93.245315,478.1000(b),Snow emergency parking restrictions - even number address,6,Cedar Riverside,University,2,4
-93.242788,44.967808,341,Northrop,2022-2023,4,271123315860,1/5/23 12:00 AM,12:27 PM,1/5/23 12:27 PM,2026 6TH ST S,44.967808,-93.242788,478.1000(b),Snow emergency parking restrictions - even number address,2,Cedar Riverside,University,2,4
-93.242878,44.967789,342,Northrop,2022-2023,4,271123315859,1/5/23 12:00 AM,12:26 PM,1/5/23 12:26 PM,2024 6TH ST S,44.967789,-93.242878,478.1000(b),Snow emergency parking restrictions - even number address,2,Cedar Riverside,University,2,4
-93.243015,44.9677970000001,343,Northrop,2022-2023,4,271123315858,1/5/23 12:00 AM,12:26 PM,1/5/23 12:26 PM,2022 6TH ST S,44.967797,-93.243015,478.1000(b),Snow emergency parking restrictions - even number address,2,Cedar Riverside,University,2,4
-93.243327,44.967765,344,Northrop,2022-2023,4,271123315857,1/5/23 12:00 AM,12:24 PM,1/5/23 12:24 PM,2018 6TH ST S,44.967765,-93.243327,478.1000(b),Snow emergency parking restrictions - even number address,2,Cedar Riverside,University,2,4
-93.243502,44.9677820000001,345,Northrop,2022-2023,4,271123315856,1/5/23 12:00 AM,12:23 PM,1/5/23 12:23 PM,2012 6TH ST S,44.967782,-93.243502,478.1000(b),Snow emergency parking restrictions - even number address,2,Cedar Riverside,University,2,4
-93.244399,44.9677770000001,346,Northrop,2022-2023,4,271123315855,1/5/23 12:00 AM,12:21 PM,1/5/23 12:21 PM,1928 6TH ST S,44.967777,-93.244399,478.1000(b),Snow emergency parking restrictions - even number address,6,Cedar Riverside,University,2,4
-93.245269,44.9677540000001,347,Northrop,2022-2023,4,271123315854,1/5/23 12:00 AM,12:19 PM,1/5/23 12:19 PM,1906 6TH ST S,44.967754,-93.245269,478.1000(b),Snow emergency parking restrictions - even number address,6,Cedar Riverside,University,2,4
-93.2462859999999,44.967749,348,Northrop,2022-2023,4,271123315853,1/5/23 12:00 AM,12:17 PM,1/5/23 12:17 PM,1812 6TH ST S,44.967749,-93.246286,478.1000(b),Snow emergency parking restrictions - even number address,6,Cedar Riverside,University,2,4
-93.27534,44.9632260000001,349,Northrop,2022-2023,4,271123315852,1/5/23 12:00 AM,11:48 AM,1/5/23 11:48 AM,1920 STEVENS AVE S,44.963226,-93.27534,478.1000(b),Snow emergency parking restrictions - even number address,6,Steven's Square - Loring Heights,Central,2,3
-93.275343,44.963377,350,Northrop,2022-2023,4,271123315851,1/5/23 12:00 AM,11:48 AM,1/5/23 11:48 AM,1914 STEVENS AVE S,44.963377,-93.275343,478.1000(b),Snow emergency parking restrictions - even number address,6,Steven's Square - Loring Heights,Central,2,3
-93.275348,44.9633490000001,351,Northrop,2022-2023,4,271123315850,1/5/23 12:00 AM,11:47 AM,1/5/23 11:47 AM,1912 STEVENS AVE S,44.963349,-93.275348,478.1000(b),Snow emergency parking restrictions - even number address,6,Steven's Square - Loring Heights,Central,2,3
-93.275344,44.963694,352,Northrop,2022-2023,4,271123315849,1/5/23 12:00 AM,11:45 AM,1/5/23 11:45 AM,1904 STEVENS AVE S,44.963694,-93.275344,478.1000(b),Snow emergency parking restrictions - even number address,6,Steven's Square - Loring Heights,Central,2,3
-93.275335,44.963783,353,Northrop,2022-2023,4,271123315848,1/5/23 12:00 AM,11:44 AM,1/5/23 11:44 AM,1900 STEVENS AVE S,44.963783,-93.275335,478.1000(b),Snow emergency parking restrictions - even number address,6,Steven's Square - Loring Heights,Central,2,3
-93.275333,44.964638,354,Northrop,2022-2023,4,271123315847,1/5/23 12:00 AM,11:42 AM,1/5/23 11:42 AM,1820 STEVENS AVE S,44.964638,-93.275333,478.1000(b),Snow emergency parking restrictions - even number address,6,Steven's Square - Loring Heights,Central,2,3
-93.268495,44.9639760000001,355,Northrop,2022-2023,4,271123315846,1/5/23 12:00 AM,11:33 AM,1/5/23 11:33 AM,510 19TH ST E,44.963976,-93.268495,478.1000(b),Snow emergency parking restrictions - even number address,6,Ventura Village,Phillips,2,3
-93.2611209999999,44.9631820000001,356,Northrop,2022-2023,4,271123315845,1/5/23 12:00 AM,11:27 AM,1/5/23 11:27 AM,1914 ELLIOT AVE S,44.963182,-93.261121,478.1000(b),Snow emergency parking restrictions - even number address,6,Ventura Village,Phillips,2,3
-93.26114,44.963331,357,Northrop,2022-2023,4,271123315844,1/5/23 12:00 AM,11:25 AM,1/5/23 11:25 AM,1914 ELLIOT AVE S,44.963331,-93.26114,478.1000(b),Snow emergency parking restrictions - even number address,6,Ventura Village,Phillips,2,3
-93.2610969999999,44.9635630000001,358,Northrop,2022-2023,4,271123315843,1/5/23 12:00 AM,11:22 AM,1/5/23 11:22 AM,1918 ELLIOT AVE S,44.963563,-93.261097,478.1000(b),Snow emergency parking restrictions - even number address,6,Ventura Village,Phillips,2,3
